Date,Day Type,Screen,Screen Type,Movie,Genre,Duration,Show Time,Slot Category,Seats Booked,Capacity,Occupancy %,Ticket Price,Revenue,Occupancy Category,Revenue Category
15-May-25,Weekday,Screen 12,IMAX,Pushpa 2,Action,170,10:00 PM,Night,94,140,67,450,42300,Medium,Normal Revenue
16-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,10:00 AM,Morning,65,120,54,450,29250,Medium,Normal Revenue
16-May-25,Weekday,Screen 1,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,67,120,56,450,30150,Medium,Normal Revenue
16-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,113,120,94,450,50850,High,High Revenue
16-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,7:00 PM,Prime Time,115,120,96,450,51750,High,High Revenue
16-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,88,120,73,450,39600,Medium,Normal Revenue
16-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,10:00 AM,Morning,35,80,44,250,8750,Low,Normal Revenue
16-May-25,Weekday,Screen 2,Standard,Fighter,Action,166,1:00 PM,Afternoon,62,80,77,250,15500,Medium,Normal Revenue
16-May-25,Weekday,Screen 2,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,59,80,74,250,14750,Medium,Normal Revenue
16-May-25,Weekday,Screen 2,Standard,Fighter,Action,166,7:00 PM,Prime Time,70,80,88,250,17500,High,Normal Revenue
16-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,10:00 PM,Night,50,80,63,250,12500,Medium,Normal Revenue
16-May-25,Weekday,Screen 3,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,51,100,51,250,12750,Medium,Normal Revenue
16-May-25,Weekday,Screen 3,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,78,100,78,250,19500,Medium,Normal Revenue
16-May-25,Weekday,Screen 3,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,88,100,88,250,22000,High,Normal Revenue
16-May-25,Weekday,Screen 3,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,85,100,85,250,21250,High,Normal Revenue
16-May-25,Weekday,Screen 3,Standard,Pushpa 2,Action,170,10:00 PM,Night,61,100,61,250,15250,Medium,Normal Revenue
16-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,10:00 AM,Morning,91,140,65,450,40950,Medium,Normal Revenue
16-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,77,140,55,450,34650,Medium,Normal Revenue
16-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,119,140,85,450,53550,High,High Revenue
16-May-25,Weekday,Screen 4,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,115,140,82,450,51750,High,High Revenue
16-May-25,Weekday,Screen 4,IMAX,Stree 2,Horror Comedy,150,10:00 PM,Night,104,140,74,450,46800,Medium,Normal Revenue
16-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,76,110,69,250,19000,Medium,Normal Revenue
16-May-25,Weekday,Screen 5,Standard,Munjya,Horror Comedy,123,1:00 PM,Afternoon,86,110,78,250,21500,Medium,Normal Revenue
16-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,4:00 PM,Evening,95,110,86,250,23750,High,Normal Revenue
16-May-25,Weekday,Screen 5,Standard,Kalki,Sci-Fi,180,7:00 PM,Prime Time,95,110,86,250,23750,High,Normal Revenue
16-May-25,Weekday,Screen 5,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,73,110,66,250,18250,Medium,Normal Revenue
16-May-25,Weekday,Screen 6,Premium,Chandu Champion,Sports Drama,145,10:00 AM,Morning,87,130,67,350,30450,Medium,Normal Revenue
16-May-25,Weekday,Screen 6,Premium,Pushpa 2,Action,170,1:00 PM,Afternoon,101,130,78,350,35350,Medium,Normal Revenue
16-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,4:00 PM,Evening,108,130,83,350,37800,High,Normal Revenue
16-May-25,Weekday,Screen 6,Premium,Munjya,Horror Comedy,123,7:00 PM,Prime Time,112,130,86,350,39200,High,Normal Revenue
16-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,10:00 PM,Night,98,130,75,350,34300,Medium,Normal Revenue
16-May-25,Weekday,Screen 7,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,40,90,45,250,10000,Low,Normal Revenue
16-May-25,Weekday,Screen 7,Standard,Kalki,Sci-Fi,180,1:00 PM,Afternoon,64,90,71,250,16000,Medium,Normal Revenue
16-May-25,Weekday,Screen 7,Standard,Animal,Crime Drama,201,4:00 PM,Evening,77,90,86,250,19250,High,Normal Revenue
16-May-25,Weekday,Screen 7,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,89,90,99,250,22250,High,Normal Revenue
16-May-25,Weekday,Screen 7,Standard,Crew,Comedy Drama,124,10:00 PM,Night,67,90,74,250,16750,Medium,Normal Revenue
16-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,81,150,54,450,36450,Medium,Normal Revenue
16-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,1:00 PM,Afternoon,93,150,62,450,41850,Medium,Normal Revenue
16-May-25,Weekday,Screen 8,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,111,150,74,450,49950,Medium,Normal Revenue
16-May-25,Weekday,Screen 8,IMAX,Crew,Comedy Drama,124,7:00 PM,Prime Time,150,150,100,450,67500,High,High Revenue
16-May-25,Weekday,Screen 8,IMAX,Fighter,Action,166,10:00 PM,Night,135,150,90,450,60750,High,High Revenue
16-May-25,Weekday,Screen 9,Standard,Fighter,Action,166,10:00 AM,Morning,68,100,68,250,17000,Medium,Normal Revenue
16-May-25,Weekday,Screen 9,Standard,Fighter,Action,166,1:00 PM,Afternoon,72,100,72,250,18000,Medium,Normal Revenue
16-May-25,Weekday,Screen 9,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,84,100,84,250,21000,High,Normal Revenue
16-May-25,Weekday,Screen 9,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,92,100,92,250,23000,High,Normal Revenue
16-May-25,Weekday,Screen 9,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,67,100,67,250,16750,Medium,Normal Revenue
16-May-25,Weekday,Screen 10,Premium,Animal,Crime Drama,201,10:00 AM,Morning,84,120,70,350,29400,Medium,Normal Revenue
16-May-25,Weekday,Screen 10,Premium,Crew,Comedy Drama,124,1:00 PM,Afternoon,73,120,61,350,25550,Medium,Normal Revenue
16-May-25,Weekday,Screen 10,Premium,Shaitaan,Thriller,132,4:00 PM,Evening,84,120,70,350,29400,Medium,Normal Revenue
16-May-25,Weekday,Screen 10,Premium,Shaitaan,Thriller,132,7:00 PM,Prime Time,115,120,96,350,40250,High,Normal Revenue
16-May-25,Weekday,Screen 10,Premium,Chandu Champion,Sports Drama,145,10:00 PM,Night,91,120,76,350,31850,Medium,Normal Revenue
16-May-25,Weekday,Screen 11,Standard,Shaitaan,Thriller,132,10:00 AM,Morning,56,80,70,250,14000,Medium,Normal Revenue
16-May-25,Weekday,Screen 11,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,52,80,65,250,13000,Medium,Normal Revenue
16-May-25,Weekday,Screen 11,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,57,80,71,250,14250,Medium,Normal Revenue
16-May-25,Weekday,Screen 11,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,79,80,99,250,19750,High,Normal Revenue
16-May-25,Weekday,Screen 11,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,60,80,75,250,15000,Medium,Normal Revenue
16-May-25,Weekday,Screen 12,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,66,140,47,450,29700,Low,Normal Revenue
16-May-25,Weekday,Screen 12,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,112,140,80,450,50400,High,High Revenue
16-May-25,Weekday,Screen 12,IMAX,Fighter,Action,166,4:00 PM,Evening,132,140,94,450,59400,High,High Revenue
16-May-25,Weekday,Screen 12,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,113,140,81,450,50850,High,High Revenue
16-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,92,140,66,450,41400,Medium,Normal Revenue
17-May-25,Weekend,Screen 1,IMAX,Kalki,Sci-Fi,180,10:00 AM,Morning,72,120,60,450,32400,Medium,Normal Revenue
17-May-25,Weekend,Screen 1,IMAX,Fighter,Action,166,1:00 PM,Afternoon,85,120,71,450,38250,Medium,Normal Revenue
17-May-25,Weekend,Screen 1,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,97,120,81,450,43650,High,Normal Revenue
17-May-25,Weekend,Screen 1,IMAX,Bad Newz,Comedy,142,7:00 PM,Prime Time,109,120,91,450,49050,High,Normal Revenue
17-May-25,Weekend,Screen 1,IMAX,Shaitaan,Thriller,132,10:00 PM,Night,90,120,75,450,40500,Medium,Normal Revenue
17-May-25,Weekend,Screen 2,Standard,Pushpa 2,Action,170,10:00 AM,Morning,60,80,75,250,15000,Medium,Normal Revenue
17-May-25,Weekend,Screen 2,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,67,80,84,250,16750,High,Normal Revenue
17-May-25,Weekend,Screen 2,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,75,80,94,250,18750,High,Normal Revenue
17-May-25,Weekend,Screen 2,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,80,80,100,250,20000,High,Normal Revenue
17-May-25,Weekend,Screen 2,Standard,Bad Newz,Comedy,142,10:00 PM,Night,54,80,67,250,13500,Medium,Normal Revenue
17-May-25,Weekend,Screen 3,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,66,100,66,250,16500,Medium,Normal Revenue
17-May-25,Weekend,Screen 3,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,62,100,62,250,15500,Medium,Normal Revenue
17-May-25,Weekend,Screen 3,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,99,100,99,250,24750,High,Normal Revenue
17-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,86,100,86,250,21500,High,Normal Revenue
17-May-25,Weekend,Screen 3,Standard,Pushpa 2,Action,170,10:00 PM,Night,85,100,85,250,21250,High,Normal Revenue
17-May-25,Weekend,Screen 4,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,78,140,56,450,35100,Medium,Normal Revenue
17-May-25,Weekend,Screen 4,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,108,140,77,450,48600,Medium,Normal Revenue
17-May-25,Weekend,Screen 4,IMAX,Kalki,Sci-Fi,180,4:00 PM,Evening,122,140,87,450,54900,High,High Revenue
17-May-25,Weekend,Screen 4,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,130,140,93,450,58500,High,High Revenue
17-May-25,Weekend,Screen 4,IMAX,Fighter,Action,166,10:00 PM,Night,122,140,87,450,54900,High,High Revenue
17-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,10:00 AM,Morning,57,110,52,250,14250,Medium,Normal Revenue
17-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,1:00 PM,Afternoon,66,110,60,250,16500,Medium,Normal Revenue
17-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,106,110,96,250,26500,High,Normal Revenue
17-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,109,110,99,250,27250,High,Normal Revenue
17-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,10:00 PM,Night,81,110,74,250,20250,Medium,Normal Revenue
17-May-25,Weekend,Screen 6,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,86,130,66,350,30100,Medium,Normal Revenue
17-May-25,Weekend,Screen 6,Premium,Pushpa 2,Action,170,1:00 PM,Afternoon,87,130,67,350,30450,Medium,Normal Revenue
17-May-25,Weekend,Screen 6,Premium,Chandu Champion,Sports Drama,145,4:00 PM,Evening,129,130,99,350,45150,High,Normal Revenue
17-May-25,Weekend,Screen 6,Premium,Kalki,Sci-Fi,180,7:00 PM,Prime Time,130,130,100,350,45500,High,Normal Revenue
17-May-25,Weekend,Screen 6,Premium,Munjya,Horror Comedy,123,10:00 PM,Night,120,130,92,350,42000,High,Normal Revenue
17-May-25,Weekend,Screen 7,Standard,Shaitaan,Thriller,132,10:00 AM,Morning,47,90,52,250,11750,Medium,Normal Revenue
17-May-25,Weekend,Screen 7,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,65,90,72,250,16250,Medium,Normal Revenue
17-May-25,Weekend,Screen 7,Standard,Fighter,Action,166,4:00 PM,Evening,71,90,79,250,17750,Medium,Normal Revenue
17-May-25,Weekend,Screen 7,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,86,90,95,250,21500,High,Normal Revenue
17-May-25,Weekend,Screen 7,Standard,Pushpa 2,Action,170,10:00 PM,Night,82,90,91,250,20500,High,Normal Revenue
17-May-25,Weekend,Screen 8,IMAX,Stree 2,Horror Comedy,150,10:00 AM,Morning,87,150,58,450,39150,Medium,Normal Revenue
17-May-25,Weekend,Screen 8,IMAX,Animal,Crime Drama,201,1:00 PM,Afternoon,118,150,79,450,53100,Medium,High Revenue
17-May-25,Weekend,Screen 8,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,140,150,93,450,63000,High,High Revenue
17-May-25,Weekend,Screen 8,IMAX,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,130,150,87,450,58500,High,High Revenue
17-May-25,Weekend,Screen 8,IMAX,Shaitaan,Thriller,132,10:00 PM,Night,105,150,70,450,47250,Medium,Normal Revenue
17-May-25,Weekend,Screen 9,Standard,Animal,Crime Drama,201,10:00 AM,Morning,59,100,59,250,14750,Medium,Normal Revenue
17-May-25,Weekend,Screen 9,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,61,100,61,250,15250,Medium,Normal Revenue
17-May-25,Weekend,Screen 9,Standard,Animal,Crime Drama,201,4:00 PM,Evening,84,100,84,250,21000,High,Normal Revenue
17-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,95,100,95,250,23750,High,Normal Revenue
17-May-25,Weekend,Screen 9,Standard,Stree 2,Horror Comedy,150,10:00 PM,Night,95,100,95,250,23750,High,Normal Revenue
17-May-25,Weekend,Screen 10,Premium,Fighter,Action,166,10:00 AM,Morning,55,120,46,350,19250,Low,Normal Revenue
17-May-25,Weekend,Screen 10,Premium,Munjya,Horror Comedy,123,1:00 PM,Afternoon,92,120,77,350,32200,Medium,Normal Revenue
17-May-25,Weekend,Screen 10,Premium,Shaitaan,Thriller,132,4:00 PM,Evening,113,120,94,350,39550,High,Normal Revenue
17-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,108,120,90,350,37800,High,Normal Revenue
17-May-25,Weekend,Screen 10,Premium,Shaitaan,Thriller,132,10:00 PM,Night,78,120,65,350,27300,Medium,Normal Revenue
17-May-25,Weekend,Screen 11,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,37,80,46,250,9250,Low,Normal Revenue
17-May-25,Weekend,Screen 11,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,62,80,77,250,15500,Medium,Normal Revenue
17-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,78,80,97,250,19500,High,Normal Revenue
17-May-25,Weekend,Screen 11,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,79,80,99,250,19750,High,Normal Revenue
17-May-25,Weekend,Screen 11,Standard,Crew,Comedy Drama,124,10:00 PM,Night,66,80,83,250,16500,High,Normal Revenue
17-May-25,Weekend,Screen 12,IMAX,Stree 2,Horror Comedy,150,10:00 AM,Morning,64,140,46,450,28800,Low,Normal Revenue
17-May-25,Weekend,Screen 12,IMAX,Pushpa 2,Action,170,1:00 PM,Afternoon,84,140,60,450,37800,Medium,Normal Revenue
17-May-25,Weekend,Screen 12,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,127,140,91,450,57150,High,High Revenue
17-May-25,Weekend,Screen 12,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,139,140,99,450,62550,High,High Revenue
17-May-25,Weekend,Screen 12,IMAX,Pushpa 2,Action,170,10:00 PM,Night,118,140,84,450,53100,High,High Revenue
18-May-25,Weekend,Screen 1,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,73,120,61,450,32850,Medium,Normal Revenue
18-May-25,Weekend,Screen 1,IMAX,Fighter,Action,166,1:00 PM,Afternoon,94,120,78,450,42300,Medium,Normal Revenue
18-May-25,Weekend,Screen 1,IMAX,Animal,Crime Drama,201,4:00 PM,Evening,97,120,81,450,43650,High,Normal Revenue
18-May-25,Weekend,Screen 1,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,102,120,85,450,45900,High,Normal Revenue
18-May-25,Weekend,Screen 1,IMAX,Shaitaan,Thriller,132,10:00 PM,Night,84,120,70,450,37800,Medium,Normal Revenue
18-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,50,80,62,250,12500,Medium,Normal Revenue
18-May-25,Weekend,Screen 2,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,48,80,60,250,12000,Medium,Normal Revenue
18-May-25,Weekend,Screen 2,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,71,80,89,250,17750,High,Normal Revenue
18-May-25,Weekend,Screen 2,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,75,80,94,250,18750,High,Normal Revenue
18-May-25,Weekend,Screen 2,Standard,Bad Newz,Comedy,142,10:00 PM,Night,75,80,94,250,18750,High,Normal Revenue
18-May-25,Weekend,Screen 3,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,57,100,57,250,14250,Medium,Normal Revenue
18-May-25,Weekend,Screen 3,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,67,100,67,250,16750,Medium,Normal Revenue
18-May-25,Weekend,Screen 3,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,92,100,92,250,23000,High,Normal Revenue
18-May-25,Weekend,Screen 3,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,99,100,99,250,24750,High,Normal Revenue
18-May-25,Weekend,Screen 3,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,71,100,71,250,17750,Medium,Normal Revenue
18-May-25,Weekend,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,95,140,68,450,42750,Medium,Normal Revenue
18-May-25,Weekend,Screen 4,IMAX,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,90,140,64,450,40500,Medium,Normal Revenue
18-May-25,Weekend,Screen 4,IMAX,Stree 2,Horror Comedy,150,4:00 PM,Evening,136,140,97,450,61200,High,High Revenue
18-May-25,Weekend,Screen 4,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,130,140,93,450,58500,High,High Revenue
18-May-25,Weekend,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,95,140,68,450,42750,Medium,Normal Revenue
18-May-25,Weekend,Screen 5,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,64,110,58,250,16000,Medium,Normal Revenue
18-May-25,Weekend,Screen 5,Standard,Fighter,Action,166,1:00 PM,Afternoon,92,110,84,250,23000,High,Normal Revenue
18-May-25,Weekend,Screen 5,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,91,110,83,250,22750,High,Normal Revenue
18-May-25,Weekend,Screen 5,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,99,110,90,250,24750,High,Normal Revenue
18-May-25,Weekend,Screen 5,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,79,110,72,250,19750,Medium,Normal Revenue
18-May-25,Weekend,Screen 6,Premium,Fighter,Action,166,10:00 AM,Morning,70,130,54,350,24500,Medium,Normal Revenue
18-May-25,Weekend,Screen 6,Premium,Bad Newz,Comedy,142,1:00 PM,Afternoon,96,130,74,350,33600,Medium,Normal Revenue
18-May-25,Weekend,Screen 6,Premium,Stree 2,Horror Comedy,150,4:00 PM,Evening,127,130,98,350,44450,High,Normal Revenue
18-May-25,Weekend,Screen 6,Premium,Bad Newz,Comedy,142,7:00 PM,Prime Time,125,130,96,350,43750,High,Normal Revenue
18-May-25,Weekend,Screen 6,Premium,Fighter,Action,166,10:00 PM,Night,122,130,94,350,42700,High,Normal Revenue
18-May-25,Weekend,Screen 7,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,50,90,56,250,12500,Medium,Normal Revenue
18-May-25,Weekend,Screen 7,Standard,Kalki,Sci-Fi,180,1:00 PM,Afternoon,55,90,61,250,13750,Medium,Normal Revenue
18-May-25,Weekend,Screen 7,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,82,90,91,250,20500,High,Normal Revenue
18-May-25,Weekend,Screen 7,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,90,90,100,250,22500,High,Normal Revenue
18-May-25,Weekend,Screen 7,Standard,Bad Newz,Comedy,142,10:00 PM,Night,78,90,87,250,19500,High,Normal Revenue
18-May-25,Weekend,Screen 8,IMAX,Pushpa 2,Action,170,10:00 AM,Morning,102,150,68,450,45900,Medium,Normal Revenue
18-May-25,Weekend,Screen 8,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,120,150,80,450,54000,High,High Revenue
18-May-25,Weekend,Screen 8,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,138,150,92,450,62100,High,High Revenue
18-May-25,Weekend,Screen 8,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,150,150,100,450,67500,High,High Revenue
18-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,135,150,90,450,60750,High,High Revenue
18-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,64,100,64,250,16000,Medium,Normal Revenue
18-May-25,Weekend,Screen 9,Standard,Fighter,Action,166,1:00 PM,Afternoon,76,100,76,250,19000,Medium,Normal Revenue
18-May-25,Weekend,Screen 9,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,75,100,75,250,18750,Medium,Normal Revenue
18-May-25,Weekend,Screen 9,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,100,100,100,250,25000,High,Normal Revenue
18-May-25,Weekend,Screen 9,Standard,Munjya,Horror Comedy,123,10:00 PM,Night,89,100,89,250,22250,High,Normal Revenue
18-May-25,Weekend,Screen 10,Premium,Kalki,Sci-Fi,180,10:00 AM,Morning,79,120,66,350,27650,Medium,Normal Revenue
18-May-25,Weekend,Screen 10,Premium,Pushpa 2,Action,170,1:00 PM,Afternoon,97,120,81,350,33950,High,Normal Revenue
18-May-25,Weekend,Screen 10,Premium,Animal,Crime Drama,201,4:00 PM,Evening,116,120,97,350,40600,High,Normal Revenue
18-May-25,Weekend,Screen 10,Premium,Crew,Comedy Drama,124,7:00 PM,Prime Time,108,120,90,350,37800,High,Normal Revenue
18-May-25,Weekend,Screen 10,Premium,Chandu Champion,Sports Drama,145,10:00 PM,Night,82,120,68,350,28700,Medium,Normal Revenue
18-May-25,Weekend,Screen 11,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,55,80,69,250,13750,Medium,Normal Revenue
18-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,1:00 PM,Afternoon,57,80,71,250,14250,Medium,Normal Revenue
18-May-25,Weekend,Screen 11,Standard,Fighter,Action,166,4:00 PM,Evening,68,80,85,250,17000,High,Normal Revenue
18-May-25,Weekend,Screen 11,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,80,80,100,250,20000,High,Normal Revenue
18-May-25,Weekend,Screen 11,Standard,Crew,Comedy Drama,124,10:00 PM,Night,71,80,89,250,17750,High,Normal Revenue
18-May-25,Weekend,Screen 12,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,70,140,50,450,31500,Medium,Normal Revenue
18-May-25,Weekend,Screen 12,IMAX,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,118,140,84,450,53100,High,High Revenue
18-May-25,Weekend,Screen 12,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,118,140,84,450,53100,High,High Revenue
18-May-25,Weekend,Screen 12,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,140,140,100,450,63000,High,High Revenue
18-May-25,Weekend,Screen 12,IMAX,Fighter,Action,166,10:00 PM,Night,126,140,90,450,56700,High,High Revenue
19-May-25,Weekday,Screen 1,IMAX,Pushpa 2,Action,170,10:00 AM,Morning,67,120,56,450,30150,Medium,Normal Revenue
19-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,84,120,70,450,37800,Medium,Normal Revenue
19-May-25,Weekday,Screen 1,IMAX,Stree 2,Horror Comedy,150,4:00 PM,Evening,96,120,80,450,43200,High,Normal Revenue
19-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,7:00 PM,Prime Time,112,120,93,450,50400,High,High Revenue
19-May-25,Weekday,Screen 1,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,82,120,68,450,36900,Medium,Normal Revenue
19-May-25,Weekday,Screen 2,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,41,80,51,250,10250,Medium,Normal Revenue
19-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,63,80,79,250,15750,Medium,Normal Revenue
19-May-25,Weekday,Screen 2,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,58,80,72,250,14500,Medium,Normal Revenue
19-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,70,80,88,250,17500,High,Normal Revenue
19-May-25,Weekday,Screen 2,Standard,Crew,Comedy Drama,124,10:00 PM,Night,52,80,65,250,13000,Medium,Normal Revenue
19-May-25,Weekday,Screen 3,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,70,100,70,250,17500,Medium,Normal Revenue
19-May-25,Weekday,Screen 3,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,69,100,69,250,17250,Medium,Normal Revenue
19-May-25,Weekday,Screen 3,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,77,100,77,250,19250,Medium,Normal Revenue
19-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,100,100,100,250,25000,High,Normal Revenue
19-May-25,Weekday,Screen 3,Standard,Pushpa 2,Action,170,10:00 PM,Night,86,100,86,250,21500,High,Normal Revenue
19-May-25,Weekday,Screen 4,IMAX,Pushpa 2,Action,170,10:00 AM,Morning,94,140,67,450,42300,Medium,Normal Revenue
19-May-25,Weekday,Screen 4,IMAX,Pushpa 2,Action,170,1:00 PM,Afternoon,106,140,76,450,47700,Medium,Normal Revenue
19-May-25,Weekday,Screen 4,IMAX,Chandu Champion,Sports Drama,145,4:00 PM,Evening,106,140,76,450,47700,Medium,Normal Revenue
19-May-25,Weekday,Screen 4,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,127,140,91,450,57150,High,High Revenue
19-May-25,Weekday,Screen 4,IMAX,Crew,Comedy Drama,124,10:00 PM,Night,102,140,73,450,45900,Medium,Normal Revenue
19-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,56,110,51,250,14000,Medium,Normal Revenue
